ID,OPERACION,MSGID,CODIGO,TIEMPOMQ,TIPO,TiempoTransaccion
12451,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E547737,0,8/05/2025 12:03,Resp,00:00
12452,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E547737,,8/05/2025 12:03,Req,
12453,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E545B7E,-22,8/05/2025 12:04,Resp,00:28
12454,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E545B7E,,8/05/2025 12:04,Req,
12455,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E545B4F,-22,8/05/2025 12:04,Resp,00:28
12456,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E545B4F,,8/05/2025 12:03,Req,
12457,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E5437F6,,8/05/2025 12:05,Resp,00:13
12458,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E5437F6,,8/05/2025 12:05,Req,
12459,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E542A04,-22,8/05/2025 12:03,Resp,00:28
12460,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E542A04,,8/05/2025 12:02,Req,
12461,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E53C107,-22,8/05/2025 12:03,Resp,00:28
12462,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E53C107,,8/05/2025 12:02,Req,
12463,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E53A6CA,,8/05/2025 12:05,Resp,00:19
12464,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E53A6CA,,8/05/2025 12:04,Req,
12465,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E539734,-22,8/05/2025 12:03,Resp,00:28
12466,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E539734,,8/05/2025 12:03,Req,
12467,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E5383B6,0,8/05/2025 12:04,Resp,00:00
12468,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E5383B6,,8/05/2025 12:04,Req,
12469,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E53830E,-22,8/05/2025 12:03,Resp,00:28
12470,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E53830E,,8/05/2025 12:02,Req,
12471,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E537971,,8/05/2025 12:03,Resp,00:18
12472,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E537971,,8/05/2025 12:03,Req,
12473,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E52FBFD,,8/05/2025 12:05,Resp,00:21
12474,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E52FBFD,,8/05/2025 12:05,Req,
12475,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E52FBC1,,8/05/2025 12:04,Resp,00:05
12476,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E52FBC1,,8/05/2025 12:04,Req,
12477,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E52F0CF,-22,8/05/2025 12:05,Resp,00:28
12478,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E52F0CF,,8/05/2025 12:04,Req,
12479,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E52F002,,8/05/2025 12:02,Resp,00:09
12480,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E52F002,,8/05/2025 12:02,Req,
12481,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E52B2C9,-22,8/05/2025 12:04,Resp,00:28
12482,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E52B2C9,,8/05/2025 12:04,Req,
12483,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E52AFE0,-22,8/05/2025 12:05,Resp,00:28
12484,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E52AFE0,,8/05/2025 12:04,Req,
12485,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E529F5C,,8/05/2025 12:03,Resp,00:16
12486,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E529F5C,,8/05/2025 12:03,Req,
12487,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E527593,,8/05/2025 12:03,Resp,00:20
12488,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E527593,,8/05/2025 12:03,Req,
12489,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E5273FA,-22,8/05/2025 12:05,Resp,00:28
12490,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E5273FA,,8/05/2025 12:04,Req,
12491,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E5273A2,,8/05/2025 12:04,Resp,00:24
12492,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E5273A2,,8/05/2025 12:03,Req,
12493,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E526DBE,,8/05/2025 12:04,Resp,00:25
12494,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E526DBE,,8/05/2025 12:04,Req,
12495,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E523BE9,,8/05/2025 12:04,Resp,00:20
12496,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E523BE9,,8/05/2025 12:04,Req,
12497,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E521EB5,0,8/05/2025 12:03,Resp,00:00
12498,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E521EB5,,8/05/2025 12:03,Req,
12499,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E520FE9,,8/05/2025 12:04,Resp,00:08
12500,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E520FE9,,8/05/2025 12:04,Req,
12501,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E520F83,,8/05/2025 12:03,Resp,00:23
12502,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E520F83,,8/05/2025 12:03,Req,
12503,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E520397,-22,8/05/2025 12:04,Resp,00:28
12504,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E520397,,8/05/2025 12:03,Req,
12505,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E51F982,-22,8/05/2025 12:03,Resp,00:28
12506,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E51F982,,8/05/2025 12:03,Req,
12507,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E51E617,,8/05/2025 12:01,Resp,00:06
12508,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E51E617,,8/05/2025 12:01,Req,
12509,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E51DDE2,0,8/05/2025 12:04,Resp,00:00
12510,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E51DDE2,,8/05/2025 12:04,Req,
12511,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E51DD6B,-22,8/05/2025 12:03,Resp,00:28
12512,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E51DD6B,,8/05/2025 12:02,Req,
12513,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E51DD30,,8/05/2025 12:02,Resp,00:06
12514,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E51DD30,,8/05/2025 12:02,Req,
12515,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E51AC62,-22,8/05/2025 12:03,Resp,00:28
12516,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E51AC62,,8/05/2025 12:02,Req,
12517,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E517499,,8/05/2025 12:03,Resp,00:10
12518,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E517499,,8/05/2025 12:03,Req,
12519,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E51700D,0,8/05/2025 12:01,Resp,00:00
12520,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E51700D,,8/05/2025 12:01,Req,
12521,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E515EAD,-22,8/05/2025 12:03,Resp,00:28
12522,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E515EAD,,8/05/2025 12:03,Req,
12523,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E515E69,-22,8/05/2025 12:03,Resp,00:28
12524,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E515E69,,8/05/2025 12:02,Req,
12525,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E513A3F,0,8/05/2025 12:02,Resp,00:01
12526,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E513A3F,,8/05/2025 12:02,Req,
12527,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E5125E5,-22,8/05/2025 12:04,Resp,00:28
12528,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E5125E5,,8/05/2025 12:03,Req,
12529,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E51139F,,8/05/2025 12:03,Resp,00:10
12530,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E51139F,,8/05/2025 12:03,Req,
12531,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E510001,0,8/05/2025 12:01,Resp,00:00
12532,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E510001,,8/05/2025 12:01,Req,
12533,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E50E44B,0,8/05/2025 12:02,Resp,00:00
12534,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E50E44B,,8/05/2025 12:02,Req,
12535,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E50B467,,8/05/2025 12:02,Resp,00:05
12536,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E50B467,,8/05/2025 12:02,Req,
12537,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E50813A,,8/05/2025 12:01,Resp,00:08
12538,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E50813A,,8/05/2025 12:01,Req,
12539,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E504847,,8/05/2025 12:01,Resp,00:06
12540,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E504847,,8/05/2025 12:01,Req,
12541,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E5001DB,,8/05/2025 12:03,Resp,00:14
12542,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E5001DB,,8/05/2025 12:03,Req,
12543,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FF6E3,-22,8/05/2025 12:03,Resp,00:28
12544,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FF6E3,,8/05/2025 12:03,Req,
12545,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FF624,,8/05/2025 12:01,Resp,00:02
12546,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FF624,,8/05/2025 12:01,Req,
12547,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FE23D,,8/05/2025 12:01,Resp,00:05
12548,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FE23D,,8/05/2025 12:01,Req,
12549,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FD981,0,8/05/2025 12:02,Resp,00:00
12550,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FD981,,8/05/2025 12:02,Req,
12551,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FD969,,8/05/2025 12:02,Resp,00:03
12552,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FD969,,8/05/2025 12:02,Req,
12553,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FA5A7,-22,8/05/2025 12:03,Resp,00:28
12554,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4FA5A7,,8/05/2025 12:02,Req,
12555,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F9E35,,8/05/2025 12:01,Resp,00:15
12556,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F9E35,,8/05/2025 12:01,Req,
12557,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F9381,,8/05/2025 12:02,Resp,00:07
12558,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F9381,,8/05/2025 12:02,Req,
12559,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F8827,,8/05/2025 12:01,Resp,00:09
12560,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F8827,,8/05/2025 12:01,Req,
12561,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F7EDE,-22,8/05/2025 12:03,Resp,00:28
12562,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F7EDE,,8/05/2025 12:03,Req,
12563,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F708D,0,8/05/2025 12:02,Resp,00:01
12564,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F708D,,8/05/2025 12:02,Req,
12565,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F7035,,8/05/2025 12:01,Resp,00:09
12566,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F7035,,8/05/2025 12:01,Req,
12567,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F65D9,,8/05/2025 12:03,Resp,00:09
12568,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F65D9,,8/05/2025 12:03,Req,
12569,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F64CE,,8/05/2025 12:03,Resp,00:17
12570,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F64CE,,8/05/2025 12:03,Req,
12571,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F648E,0,8/05/2025 12:02,Resp,00:01
12572,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F648E,,8/05/2025 12:02,Req,
12573,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F4203,,8/05/2025 12:00,Resp,00:23
12574,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F4203,,8/05/2025 12:00,Req,
12575,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F356D,,8/05/2025 12:01,Resp,00:08
12576,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F356D,,8/05/2025 12:01,Req,
12577,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F3486,0,8/05/2025 12:02,Resp,00:01
12578,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F3486,,8/05/2025 12:02,Req,
12579,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F342F,,8/05/2025 12:01,Resp,00:04
12580,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4F342F,,8/05/2025 12:00,Req,
12581,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4EE817,0,8/05/2025 12:00,Resp,00:00
12582,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4EE817,,8/05/2025 12:00,Req,
12583,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4ED248,,8/05/2025 12:01,Resp,00:25
12584,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4ED248,,8/05/2025 12:01,Req,
12585,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E9684,,8/05/2025 12:01,Resp,00:03
12586,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E9684,,8/05/2025 12:01,Req,
12587,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E965E,,8/05/2025 12:01,Resp,00:03
12588,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E965E,,8/05/2025 12:01,Req,
12589,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E7E4B,,8/05/2025 12:01,Resp,00:11
12590,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E7E4B,,8/05/2025 12:00,Req,
12591,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E6594,,8/05/2025 12:01,Resp,00:01
12592,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E6594,,8/05/2025 12:01,Req,
12593,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E5FBC,,8/05/2025 12:02,Resp,00:18
12594,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E5FBC,,8/05/2025 12:02,Req,
12595,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E501C,,8/05/2025 12:00,Resp,00:08
12596,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E501C,,8/05/2025 12:00,Req,
12597,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E3065,0,8/05/2025 12:01,Resp,00:01
12598,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E3065,,8/05/2025 12:01,Req,
12599,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E3019,,8/05/2025 12:00,Resp,00:21
12600,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E3019,,8/05/2025 12:00,Req,
12601,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E2933,,8/05/2025 12:00,Resp,00:05
12602,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E2933,,8/05/2025 12:00,Req,
12603,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E25E4,0,8/05/2025 12:02,Resp,00:00
12604,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E25E4,,8/05/2025 12:02,Req,
12605,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E25B8,-22,8/05/2025 12:02,Resp,00:28
12606,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E25B8,,8/05/2025 12:02,Req,
12607,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E255D,0,8/05/2025 12:01,Resp,00:01
12608,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4E255D,,8/05/2025 12:01,Req,
12609,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DF537,,8/05/2025 12:00,Resp,00:01
12610,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DF537,,8/05/2025 12:00,Req,
12611,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DD170,,8/05/2025 12:01,Resp,00:08
12612,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DD170,,8/05/2025 12:01,Req,
12613,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DBC74,0,8/05/2025 12:01,Resp,00:00
12614,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DBC74,,8/05/2025 12:01,Req,
12615,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DAAA5,,8/05/2025 12:01,Resp,00:02
12616,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DAAA5,,8/05/2025 12:01,Req,
12617,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DA544,0,8/05/2025 12:00,Resp,00:00
12618,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DA544,,8/05/2025 12:00,Req,
12619,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DA533,,8/05/2025 12:00,Resp,00:19
12620,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4DA533,,8/05/2025 12:00,Req,
12621,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D6DAF,0,8/05/2025 12:01,Resp,00:00
12622,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D6DAF,,8/05/2025 12:01,Req,
12623,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D6D27,0,8/05/2025 12:00,Resp,00:00
12624,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D6D27,,8/05/2025 12:00,Req,
12625,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D57C9,,8/05/2025 12:02,Resp,00:09
12626,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D57C9,,8/05/2025 12:01,Req,
12627,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D5744,,8/05/2025 12:00,Resp,00:12
12628,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D5744,,8/05/2025 12:00,Req,
12629,ConsultarEnviadasMonedaLocalACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D2A50,,8/05/2025 12:00,Resp,00:08
12630,ConsultarEnviadasMonedaLocalACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D2A50,,8/05/2025 12:00,Req,
12631,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D261C,0,8/05/2025 11:59,Resp,00:00
12632,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4D261C,,8/05/2025 11:59,Req,
12633,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4CE278,,8/05/2025 12:00,Resp,00:12
12634,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4CE278,,8/05/2025 12:00,Req,
12635,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4CE254,,8/05/2025 12:00,Resp,00:10
12636,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4CE254,,8/05/2025 12:00,Req,
12637,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4CCCDC,,8/05/2025 12:02,Resp,00:03
12638,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4CCCDC,,8/05/2025 12:01,Req,
12639,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4CC367,,8/05/2025 12:00,Resp,00:16
12640,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4CC367,,8/05/2025 12:00,Req,
12641,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C8C5D,0,8/05/2025 12:00,Resp,00:00
12642,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C8C5D,,8/05/2025 12:00,Req,
12643,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C79C6,0,8/05/2025 12:01,Resp,00:00
12644,ValidarDebitoCongeladoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C79C6,,8/05/2025 12:01,Req,
12645,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C697D,,8/05/2025 12:00,Resp,00:16
12646,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C697D,,8/05/2025 12:00,Req,
12647,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C3D58,,8/05/2025 12:00,Resp,00:22
12648,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C3D58,,8/05/2025 12:00,Req,
12649,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C24D4,,8/05/2025 12:01,Resp,00:15
12650,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C24D4,,8/05/2025 12:01,Req,
12651,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C243E,,8/05/2025 11:59,Resp,00:07
12652,EnviarCreditoCORACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C243E,,8/05/2025 11:59,Req,
12653,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C13A8,0,8/05/2025 12:00,Resp,00:01
12654,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4C13A8,,8/05/2025 12:00,Req,
12655,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BDC1A,0,8/05/2025 11:59,Resp,00:00
12656,ConsultarHistoricoACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BDC1A,,8/05/2025 11:59,Req,
12657,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BC6CC,,8/05/2025 12:01,Resp,00:13
12658,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BC6CC,,8/05/2025 12:01,Req,
12659,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BC68A,,8/05/2025 12:00,Resp,00:20
12660,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BC68A,,8/05/2025 12:00,Req,
12661,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BB6E5,,8/05/2025 12:01,Resp,00:14
12662,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BB6E5,,8/05/2025 12:01,Req,
12663,EnviarCreditoUSDACH_NIC,414D5120464C434F524D455342524B41680ED6989E4BABCA,,8/05/2025 12:01,Resp,00:02
